4.5773,12/05/94,4.4579,4.6569,4.3782,4.5773,102200
4.418,12/02/94,4.3384,4.4579,4.219,4.418,36200
4.2588,12/01/94,4.5773,4.5773,4.219,4.2588,61700
4.4976,11/30/94,4.5375,4.617,4.418,4.4976,70200
4.4579,11/29/94,4.418,4.4976,4.3782,4.4579,48800
4.418,11/28/94,4.3384,4.4976,4.2986,4.418,62600
4.3782,11/25/94,4.3782,4.4579,4.3384,4.3782,34300
4.3384,11/23/94,3.8608,4.418,3.821,4.3384,141600
4.02,11/22/94,4.2986,4.3384,3.9006,4.02,233000
4.2986,11/21/94,4.4579,4.4579,4.2588,4.2986,74300
4.4579,11/18/94,4.3782,4.4976,4.2986,4.4579,99800
4.3782,11/17/94,4.5773,4.617,4.3782,4.3782,114000
4.5773,11/16/94,4.6967,4.6967,4.418,4.5773,206700
4.6569,11/15/94,4.6569,4.8559,4.4976,4.6569,432600
4.5773,11/14/94,4.2986,4.617,4.2986,4.5773,241300
4.2688,11/11/94,4.1394,4.3782,4.0598,4.2688,340500
4.0996,11/10/94,3.7812,4.219,3.7016,4.0996,501900
3.5822,11/09/94,3.7016,3.7414,3.5026,3.5822,65800
3.6045,11/08/94,3.6045,3.6837,3.5649,3.6045,30900
3.6441,11/07/94,3.6837,3.6837,3.5253,3.6441,27600
3.6837,11/04/94,3.6441,3.7233,3.5649,3.6837,25800
3.6441,11/03/94,3.6441,3.7233,3.6045,3.6441,65600
3.6441,11/02/94,3.5253,3.6837,3.4857,3.6441,93400
3.5253,11/01/94,3.446,3.6045,3.3668,3.5253,45300
3.446,10/31/94,3.446,3.5253,3.4064,3.446,15500
3.4857,10/28/94,3.4857,3.5649,3.4064,3.4857,25000
3.4857,10/27/94,3.3272,3.4857,3.2133,3.4857,15100
3.446,10/26/94,3.4064,3.446,3.3668,3.446,10800
3.3272,10/25/94,3.3668,3.4064,3.2876,3.3272,23200
3.4857,10/24/94,3.5253,3.5649,3.3668,3.4857,16900
3.4857,10/21/94,3.4857,3.5649,3.4857,3.4857,27400
3.5253,10/20/94,3.4857,3.6045,3.446,3.5253,54900
3.5055,10/19/94,3.4064,3.6441,3.4064,3.5055,132400
3.446,10/18/94,3.3668,3.446,3.248,3.446,68600
3.3668,10/17/94,3.3272,3.3668,3.2084,3.3668,31600
3.2084,10/14/94,3.3668,3.3668,3.2084,3.2084,31000
3.248,10/13/94,3.2084,3.3668,3.1688,3.248,74300
3.0896,10/12/94,3.2084,3.2084,3.0896,3.0896,3700
3.2084,10/11/94,3.2084,3.2084,3.0896,3.2084,3700
3.1688,10/10/94,3.0896,3.1688,3.0103,3.1688,10300
3.0896,10/07/94,2.9311,3.0896,2.9311,3.0896,18900
3.0103,10/06/94,3.0103,3.0499,2.8915,3.0103,4700
3.0103,10/05/94,2.8915,3.0103,2.8915,3.0103,31700
2.8519,10/04/94,3.1688,3.1688,2.8519,2.8519,19500
3.0896,10/03/94,3.1688,3.248,3.0896,3.0896,8600
3.248,09/30/94,3.2084,3.248,3.1292,3.248,46700
3.2084,09/29/94,3.1292,3.2084,3.1292,3.2084,30100
3.0896,09/28/94,3.0896,3.2084,3.0103,3.0896,19400
3.1292,09/27/94,3.248,3.2876,3.1292,3.1292,25300
3.248,09/26/94,3.2876,3.2876,3.1688,3.248,37200
3.3272,09/23/94,3.4064,3.4064,3.3272,3.3272,6600
3.4064,09/22/94,3.3272,3.4064,3.2876,3.4064,37700
3.4064,09/21/94,3.3272,3.4064,3.3272,3.4064,12300
3.4064,09/20/94,3.5253,3.5253,3.3272,3.4064,29400
3.4064,09/19/94,3.4857,3.5649,3.4064,3.4064,48000
3.5649,09/16/94,3.4857,3.6441,3.446,3.5649,135600
3.4064,09/15/94,3.2084,3.446,3.0896,3.4064,95000
3.149,09/14/94,3.0499,3.248,3.0103,3.149,40600
3.0896,09/13/94,3.0103,3.1292,3.0103,3.0896,17500
3.0103,09/12/94,3.0499,3.0896,2.9707,3.0103,20400
3.0103,09/09/94,2.8915,3.0499,2.8915,3.0103,33900
2.8915,09/08/94,2.8915,3.0103,2.8915,2.8915,15500
2.8915,09/07/94,3.0103,3.0103,2.8915,2.8915,6300
3.0103,09/06/94,2.8915,3.0103,2.8915,3.0103,2300
2.8915,09/02/94,2.9707,2.9707,2.8915,2.8915,4100
2.8915,09/01/94,2.9707,2.9707,2.8915,2.8915,12500
2.9311,08/31/94,2.8519,2.9707,2.8519,2.9311,92400
2.8519,08/30/94,2.8915,2.9707,2.8519,2.8519,8800
2.8915,08/29/94,2.9707,2.9707,2.8915,2.8915,16200
3.0499,08/26/94,2.9707,3.0499,2.9707,3.0499,1600
2.9707,08/25/94,3.0896,3.0896,2.9707,2.9707,21400
3.0499,08/24/94,3.0896,3.0896,2.9707,3.0499,18800
3.0499,08/23/94,3.0499,3.0896,2.9311,3.0499,31200
2.9311,08/22/94,2.8915,3.0499,2.8915,2.9311,14700
2.9509,08/19/94,3.0499,3.0499,2.8915,2.9509,24400
2.9311,08/18/94,2.8915,3.0499,2.8519,2.9311,59700
2.7727,08/17/94,2.9311,2.9311,2.7727,2.7727,16600
2.8915,08/16/94,2.7727,2.8915,2.7727,2.8915,25500
2.7727,08/15/94,2.7727,2.7727,2.6935,2.7727,37200
2.7727,08/12/94,2.8123,2.8123,2.7331,2.7727,14100
2.8123,08/11/94,2.8123,2.8123,2.7331,2.8123,6600
2.8123,08/10/94,2.6539,2.8519,2.6539,2.8123,33500
2.7156,08/09/94,2.5582,2.7156,2.5582,2.7156,16400
2.5189,08/08/94,2.5582,2.6369,2.4401,2.5189,10600
2.5582,08/05/94,2.4795,2.5582,2.4795,2.5582,7000
2.5189,08/04/94,2.5189,2.5582,2.4795,2.5189,14800
2.5189,08/03/94,2.4401,2.5582,2.4401,2.5189,10500
2.4401,08/02/94,2.5189,2.5189,2.4401,2.4401,9900
2.4401,08/01/94,2.5582,2.5582,2.4401,2.4401,12000
2.5582,07/29/94,2.4008,2.5582,2.4008,2.5582,9500
2.5189,07/28/94,2.5582,2.5582,2.5189,2.5189,7100
2.5582,07/27/94,2.5582,2.5582,2.4795,2.5582,82700
2.4401,07/26/94,2.5976,2.5976,2.4401,2.4401,14000
2.5976,07/25/94,2.5976,2.5976,2.5189,2.5976,9400
2.5582,07/22/94,2.5189,2.5976,2.4401,2.5582,106100
2.4401,07/21/94,2.4795,2.5189,2.3614,2.4401,42500
2.5976,07/20/94,2.755,2.755,2.5976,2.5976,41300
2.755,07/19/94,2.7944,2.9124,2.7156,2.755,21700
2.7944,07/18/94,2.9124,2.9124,2.755,2.7944,3200
2.9124,07/15/94,2.8337,2.9124,2.755,2.9124,24700
2.814,07/14/94,2.5582,2.8337,2.5582,2.814,71700
2.5582,07/13/94,2.5976,2.6763,2.5189,2.5582,13700
2.6763,07/12/94,2.7156,2.7156,2.5582,2.6763,12300
2.7156,07/11/94,2.6369,2.7156,2.6369,2.7156,3700
2.7156,07/08/94,2.5976,2.7156,2.5976,2.7156,5600
2.6763,07/07/94,2.5976,2.7156,2.5976,2.6763,10400
2.6763,07/06/94,2.5582,2.6763,2.5582,2.6763,14200
2.5582,07/05/94,2.6369,2.6763,2.5582,2.5582,8400
2.7156,07/01/94,2.6369,2.7156,2.6369,2.7156,6400
2.5976,06/30/94,2.7944,2.7944,2.5976,2.5976,20100
2.6763,06/29/94,2.7944,2.8337,2.6763,2.6763,21300
2.8731,06/28/94,2.755,2.9124,2.755,2.8731,29800
2.7944,06/27/94,2.7944,2.8337,2.7156,2.7944,32100
2.8731,06/24/94,2.9124,2.9911,2.7944,2.8731,15400
3.0305,06/23/94,2.9518,3.0305,2.9124,3.0305,12600
2.9715,06/22/94,2.9518,3.0699,2.9518,2.9715,15700
3.0305,06/21/94,2.9518,3.0305,2.9124,3.0305,22400
2.9518,06/20/94,2.9911,3.0305,2.9124,2.9518,19600
3.0699,06/17/94,2.9518,3.0699,2.9518,3.0699,6800
3.0699,06/16/94,3.0699,3.0699,2.9518,3.0699,4900
3.0305,06/15/94,3.0699,3.0699,2.9518,3.0305,47400
3.0305,06/14/94,3.0305,3.1486,2.9911,3.0305,15100
3.0305,06/13/94,3.1092,3.1486,3.0305,3.0305,3500
3.0699,06/10/94,3.1486,3.1879,3.0699,3.0699,6000
3.0699,06/09/94,3.1092,3.1092,3.0305,3.0699,47600
3.1879,06/08/94,3.1092,3.1879,3.1092,3.1879,4000
3.1486,06/07/94,3.2273,3.2273,3.1486,3.1486,1500
3.2273,06/06/94,3.1879,3.2273,3.1092,3.2273,18000
3.2273,06/03/94,3.0699,3.2273,3.0699,3.2273,7900
3.1092,06/02/94,3.0699,3.1879,2.9911,3.1092,38900
3.0699,06/01/94,3.0699,3.0699,2.9911,3.0699,12100
3.0699,05/31/94,2.9911,3.1092,2.9911,3.0699,16900
2.9911,05/27/94,3.1092,3.1092,2.9518,2.9911,37800
3.0305,05/26/94,3.0699,3.1486,3.0305,3.0305,7700
3.0305,05/25/94,3.0305,3.1092,2.9911,3.0305,20400
3.1486,05/24/94,2.9911,3.1486,2.9911,3.1486,11500
2.9911,05/23/94,2.9911,3.0699,2.9518,2.9911,21000
3.1092,05/20/94,3.1092,3.1092,3.0305,3.1092,18000
3.0699,05/19/94,2.9124,3.0699,2.9124,3.0699,23400
3.0305,05/18/94,2.9124,3.0305,2.8337,3.0305,48700
2.9911,05/17/94,2.9911,2.9911,2.7944,2.9911,62400
3.0305,05/16/94,3.0305,3.1486,2.9518,3.0305,40700
3.0699,05/13/94,3.0699,3.1879,3.0305,3.0699,12500
3.1092,05/12/94,3.1486,3.1879,3.0699,3.1092,10800
3.0699,05/11/94,3.2273,3.306,3.0699,3.0699,20100
3.2887,05/10/94,3.2495,3.3278,3.2104,3.2887,9600
3.2887,05/09/94,3.4453,3.4453,3.2495,3.2887,10300
3.3278,05/06/94,3.3278,3.4061,3.3278,3.3278,12200
3.3278,05/05/94,3.2887,3.4453,3.2887,3.3278,15100
3.367,05/04/94,3.3278,3.367,3.2495,3.367,24400
3.367,05/03/94,3.3278,3.4453,3.1712,3.367,29300
3.2104,05/02/94,3.2104,3.3278,3.1712,3.2104,4700
