21.2,12/7/98
21.3,11/30/98
21.34,11/23/98
20.6,11/16/98
19.94,11/9/98
20.83,11/2/98
19.55,10/26/98
19.1,10/19/98
18.13,10/12/98
16.62,10/5/98
18.47,9/28/98
20.46,9/21/98
19.92,9/14/98
19.51,9/7/98
19.06,8/31/98
19.63,8/24/98
21.39,8/17/98
22.01,8/10/98
22.43,8/3/98
22.36,7/27/98
23.38,7/20/98
24.98,7/13/98
24.49,7/6/98
24.34,6/29/98
24.03,6/22/98
23.32,6/15/98
23.01,6/8/98
23.51,6/1/98
23.7,5/25/98
24.18,5/18/98
24.95,5/11/98
25.6,5/4/98
26.02,4/27/98
25.78,4/20/98
26.25,4/13/98
25.53,4/6/98
26.1,3/30/98
25.42,3/23/98
25.47,3/16/98
25.03,3/9/98
24.85,3/2/98
24.73,2/23/98
24.42,2/16/98
24.46,2/9/98
24.11,2/2/98
23.06,1/26/98
22.96,1/19/98
22.55,1/12/98
21.78,1/5/98
23.22,12/29/97
21.84,12/22/97
21.77,12/15/97
21.89,12/8/97
23.7,12/1/97
